DISCK	104.06993406715961
DPS	122.31760770476217
DRE	102.91435456803762
DUK	129.02358102132496
DVA	125.87892507473435
DWDP	128.9872901099515
EMR	121.98361764685347
EOG	126.90431713565297
EQT	124.13919763985459
ETN	123.82444972239459
EVHC	112.58280684470003
EW	116.82120278275214
EXPE	123.64851305795105
FBHS	118.012222406087
FCX	70.95292183930643
FISV	121.32905007531384
FLR	120.20325471581653
FOX	111.72203244072409
FTV	123.85937867019736
GGP	108.16742763646405
GILD	121.53961544434311
GLW	99.88525387691287
GOOG	157.3530442959548
GPS	106.46087832804315
HAL	115.2315233788427
HCA	119.21108584820358
HCP	111.84014373449408
HIG	111.71420519228018
HOG	119.89673956444535
HOLX	107.99276577854431
HRS	121.91588293010716
HUM	129.4330489989386
IBM	138.0112309416239
IFF	130.5261678897571
INFO	110.35093584962144
IP	118.00961504090125
IQV	121.51910643813929
ISRG	137.8346967270438
IVZ	112.00787402956477
JEC	119.14362493474376
JPM	123.77540531451059
K	126.80975421630505
KIM	103.20088161390166
KMI	98.30851160553154
KMX	120.54514179264612
KSU	128.54171672836637
LEG	115.45592618274563
LLL	131.4618926698807
LMT	133.46714248429487
LYB	126.61869469058867
MAA	127.77811716419735
MAS	107.17410293345878
MCK	135.98894286256464
MGM	99.22757953661065
MKC	128.6786328903622
MMM	135.98460678579534
MO	118.3294777638079
MON	132.62842585232542
MRK	121.81368225558988
MU	90.19065879724853
NEE	130.67485097961386
NFLX	111.77277360430128
NKE	114.58681695773956
NLSN	117.413707413256
NOV	113.98862231227284
NRG	93.27285003770083
NSC	129.10789152085746
NTRS	125.69311848612311
NVDA	99.76909988420289
PBCT	100.53389094191385
PCAR	122.83640358163287
PDCO	117.78364883056682
PFE	114.68805942603845
PKI	116.35655153403485
PNC	128.07619171367608
PNR	122.11026345727521
PPG	129.00907607323865
PRGO	128.90711364415833
PSA	141.10247883519895
PWR	106.204644060181
PX	135.0644506323919
RCL	117.39741227131823
REG	123.51333876860072
REGN	141.96428526931098
RRC	100.83334553259954
SCHW	105.26815221766238
SJM	133.67837173562484
SLB	127.87556131861488
SNI	124.31598400462426
SNPS	118.52215841081686
SO	121.49034499658822
SPG	140.8488209063621
SRE	131.46998333533475
STI	114.77892588660254
STX	107.95770116883618
SYY	117.2773662294935
T	117.18944803359821
TJX	122.82515895417076
TMO	130.71337403702285
TPR	114.96536661089146
TRV	131.89597583741946
UA	96.70929622354826
UHS	126.69885700281421
UNM	112.44013444751906
UNP	129.48455812497482
URI	122.23971412425503
USB	117.74122622850376
VNO	129.46353284291587
VTR	124.06029902354398
WDC	119.25429076610294
XLNX	119.24949648321547
XRAY	121.43677905783558
XRX	114.05664111089034
ZBH	130.8494739711092
AAPL	126.61702933822093
ABBV	119.26387464492844
ADBE	120.66969660818839
AEP	122.21235172692403
AES	91.79908969835847
AFL	124.50141293547202
AGN	132.77616284603246
ALL	123.3624356472154
ALLE	121.5764586826341
ALXN	132.73937950864257
AME	121.25399723528443
AMT	129.89665447921277
AMZN	148.38911200352663
ANTM	128.08653550738174
APH	118.98337566189694
ARNC	106.18216752839147
AVB	137.66693556161218
AVGO	116.96735617416213
BHF	125.95166496367938
BLK	147.71565583581227
BMY	119.7445420552738
C	119.02725326955385
CB	133.20815009410123
CELG	124.74943082398312
CFG	107.57069127710588
CHK	40.274221037142226
CMI	132.3772980324663
COG	103.92827948488525
COP	117.2334720033558
COST	135.57354528861006
COTY	101.03516289402577
CRM	119.77233216899711
CSX	110.63756520439563
CTXS	125.47061386853858
CVX	130.27472423822235
DG	122.79513021949128
DLR	122.67817311072184
DLTR	120.8169090693468
DRI	122.87382228100921
DVN	107.60158273204596
DXC	129.86713723020324
EBAY	110.79781252838086
EL	128.31471790976434
EQR	125.12377216093486
ESRX	126.39294295716695
ESS	140.34678328383856
ETR	128.037333889385
F	96.36648897253096
FB	111.73783296133196
FDX	134.26821186560264
FE	115.41255316780003
FIS	119.35937135335435
FLIR	111.99623098183564
FLS	118.70240858848099
FMC	117.87339621542314
GD	129.31296817881764
GM	113.20530448988056
GOOGL	154.18671873089508
GPN	111.08964781307623
GS	140.3218889858686
HAS	120.95624904892671
HBI	94.99956869065392
HCN	125.85318019586708
HLT	126.61295126248571
HON	130.11045677325603
HRB	108.7041070062193
HSIC	122.78949284421941
HSY	132.2365957090551
ILMN	124.4438007568333
INCY	107.47775783272861
IRM	112.48533228725292
IT	124.4404518165916
ITW	127.90440032222804
JCI	116.81764355720763
JNJ	131.3664660978191
KHC	128.34519958238596
KLAC	123.384090803925
KO	119.97909460174172
KORS	117.94690028544768
KR	102.49612015523985
KSS	118.70738425316787
L	118.69245222293058
LB	119.25908348635205
LEN	116.812218343707
LH	133.6629019738246
LKQ	109.55371625751371
LLY	124.2855428681953
LNT	112.03516186861376
LRCX	121.4532819690131
LUV	98.36292198608722
MA	125.33163693508897
MAT	100.84895752647435
MCO	121.75120565608374
MDT	122.8563972847548
MNST	104.24426563923748
MRO	86.60370906254555
MS	109.61720262396307
MTD	145.3080972099206
NBL	111.98457912662319
NDAQ	115.12438345293093
NI	105.35719528589661
NTAP	110.06332906220331
NUE	118.72230118781752
NWL	111.57111523585645
NWSA	96.40717853915878
O	119.99733297396432
OKE	108.37450324705593
OMC	126.41917702803637
ORCL	116.56481544560607
OXY	127.23103798328827
PAYX	118.12908147546943
PCLN	161.25102398601723
PEG	117.21972848441993
PEP	130.58022505440326
PG	129.22983119629444
PHM	103.06506689462208
PKG	121.02223644345004
PM	131.47604818570804
PRU	126.23450280711535
PVH	129.02358102132496
PYPL	116.64505268876064
QCOM	122.37188401621476
QRVO	118.42106069269303
RE	138.20798502691346
RHT	122.23580838509943
RJF	121.19115548974614
ROP	138.14800465997152
ROST	115.0990631452189
RTN	126.16054251751557
SBUX	114.33904059145206
SNA	131.75611397407584
SPGI	122.30595044500376
SWKS	109.07387082269688
SYK	128.3882678199396
SYMC	105.48103323000677
TAP	122.80639834477545
TDG	140.02680029914063
TEL	120.95411543117899
TRIP	116.35649326238156
TSCO	125.04053556699397
TSS	110.81039348118843
TWX	125.60700465073107
TXN	117.84705623177662
TXT	113.38367303753873
UAL	113.65783122224299
UDR	111.16677543079818
ULTA	130.90648776223728
UNH	125.87892507473435
VFC	119.63084294630292
VLO	118.26810589049133
VRTX	122.92276833736342
WEC	121.07735075581886
WHR	136.31440514196987
WLTW	136.32145369060686
WRK	116.4899220490551
WU	102.46785446014002
XOM	129.5893226146282
XYL	112.46274999560525
